Campaign_Name,Id,Status,Date,Amount,Payout,Currency,Sub_Id,Inventory,Partner,Email_Id
Alibaba WW,1041203026,pending,3/30/2024 6:37,200,10.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041202759,pending,3/30/2024 6:35,200,10.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041202708,pending,3/30/2024 6:34,32.72,1.76,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041202693,pending,3/30/2024 6:34,200,10.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041202594,pending,3/30/2024 6:31,200,10.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042225869,pending,3/30/2024 4:23,15.99,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041907137,pending,3/30/2024 1:23,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041907083,pending,3/29/2024 23:22,16.17,1.29,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041907071,pending,3/29/2024 20:25,3.09,0.24,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041907065,pending,3/29/2024 20:25,3.09,0.24,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041907056,pending,3/29/2024 20:25,3.09,0.24,USD,,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1041119465,approved,3/29/2024 16:24,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1041112918,pending,3/29/2024 15:01,36990,210.01,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1041112563,pending,3/29/2024 15:01,36990,210.01,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1041079370,approved,3/29/2024 11:16,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1041066525,pending,3/29/2024 9:39,7699,0,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041002128,pending,3/29/2024 6:46,180,9.72,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041002074,pending,3/29/2024 6:44,49.9,2.69,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041002028,pending,3/29/2024 6:43,80,4.32,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001948,pending,3/29/2024 6:42,38.4,2.07,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001944,pending,3/29/2024 6:42,200,10.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001905,pending,3/29/2024 6:41,148,7.99,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001902,pending,3/29/2024 6:41,417,22.51,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001866,pending,3/29/2024 6:40,48,2.59,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001863,pending,3/29/2024 6:40,127.5,6.88,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001821,pending,3/29/2024 6:40,56,3.02,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001771,pending,3/29/2024 6:38,608,32.83,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001688,pending,3/29/2024 6:36,55,2.97,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001490,pending,3/29/2024 6:35,88,4.75,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001453,pending,3/29/2024 6:33,12,0.64,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001431,pending,3/29/2024 6:33,30,1.62,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001409,approved,3/29/2024 6:33,9.2,0.49,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001382,pending,3/29/2024 6:32,720,38.88,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001296,pending,3/29/2024 6:31,360,19.44,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001295,pending,3/29/2024 6:31,70,3.78,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041001241,pending,3/29/2024 6:31,121.25,6.54,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041939770,pending,3/29/2024 3:28,5.96,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041611853,pending,3/29/2024 0:32,4.99,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041612021,pending,3/29/2024 0:22,6.99,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041611865,pending,3/28/2024 22:29,12.97,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041612051,pending,3/28/2024 21:22,4.99,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041612305,pending,3/28/2024 20:23,14.99,1.2,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041612189,pending,3/28/2024 17:32,6.99,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041612111,pending,3/28/2024 12:26,19.45,1.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041611855,pending,3/28/2024 10:22,17.37,1.39,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1040759755,approved,3/28/2024 7:09,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754395,pending,3/28/2024 6:47,730,39.42,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754330,pending,3/28/2024 6:45,900,48.6,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754227,pending,3/28/2024 6:43,2645,142.83,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754208,pending,3/28/2024 6:42,50,2.7,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754199,pending,3/28/2024 6:42,202,10.9,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754171,pending,3/28/2024 6:41,85,4.59,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754119,pending,3/28/2024 6:40,71.4,3.85,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754063,pending,3/28/2024 6:39,29.33,1.58,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040754056,pending,3/28/2024 6:39,12.55,0.67,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040753585,pending,3/28/2024 6:36,90,4.86,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040753493,pending,3/28/2024 6:36,136,7.34,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040753169,approved,3/28/2024 6:35,7,0.37,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040753153,approved,3/28/2024 6:35,13,0.7,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040753149,pending,3/28/2024 6:34,35,1.89,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040752995,pending,3/28/2024 6:33,190,10.26,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040752984,pending,3/28/2024 6:33,52,2.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1040759415,pending,3/28/2024 6:33,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040752910,pending,3/28/2024 6:32,22.4,1.2,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040752592,pending,3/28/2024 6:32,205,11.07,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430270,pending,3/28/2024 1:23,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430247,pending,3/28/2024 1:23,11.99,0.96,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430283,pending,3/28/2024 0:25,5.28,0.42,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1040759415,pending,3/28/2024 6:33,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040752910,pending,3/28/2024 6:32,22.4,1.6,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040752592,pending,3/28/2024 6:32,205,14,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430270,pending,3/28/2024 1:23,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430247,pending,3/28/2024 1:23,11.99,0.96,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430283,pending,3/28/2024 0:25,5.28,0.42,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430416,pending,3/27/2024 22:21,7.01,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430399,pending,3/27/2024 22:21,6.01,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430358,pending,3/27/2024 22:21,7.01,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430168,pending,3/27/2024 21:22,6.01,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430027,pending,3/27/2024 20:23,15.11,1.21,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430048,pending,3/27/2024 16:23,7.5,0.6,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430243,pending,3/27/2024 13:22,10.57,0.84,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430224,pending,3/27/2024 13:22,10.57,0.84,USD,,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1040467459,approved,3/27/2024 13:18,23.8,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1040435291,approved,3/27/2024 9:37,0,0,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430156,pending,3/27/2024 8:27,12.36,0.99,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430139,pending,3/27/2024 8:27,12.36,0.99,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041430216,pending,3/27/2024 8:23,5,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040337328,pending,3/27/2024 6:38,780,55,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040336878,pending,3/27/2024 6:34,70,4.9,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040336649,pending,3/27/2024 6:31,263.5,18,USD,,Xocoupon,Admitad,contact@xocoupon.com
Geekbuying WW,1040316483,approved_but_stalled,3/27/2024 3:00,97.83,4.89,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272357,pending,3/27/2024 2:22,14.76,1.18,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272417,pending,3/27/2024 0:37,5.01,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272469,pending,3/27/2024 0:23,11.99,0.96,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1040299304,approved,3/26/2024 23:50,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272522,pending,3/26/2024 23:23,10.25,0.82,USD,tab,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272413,pending,3/26/2024 19:24,7.77,0.62,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1040241882,approved,3/26/2024 18:30,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272444,pending,3/26/2024 10:22,5.98,0.48,USD,aab,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272465,pending,3/26/2024 10:21,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272464,pending,3/26/2024 8:22,11.93,0.96,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272474,pending,3/26/2024 7:28,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272492,pending,3/26/2024 7:22,6.01,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040005625,pending,3/26/2024 6:35,210,15,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040005611,pending,3/26/2024 6:35,1200,84,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040005366,pending,3/26/2024 6:32,1002.5,70,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1040005167,pending,3/26/2024 6:31,400,28,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041272430,pending,3/26/2024 3:22,5.01,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041093797,pending,3/26/2024 1:21,4.98,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1039979848,approved,3/26/2024 0:48,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041093938,pending,3/26/2024 0:24,6.98,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1039971783,approved_but_stalled,3/26/2024 0:11,103.92,52,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041093814,pending,3/25/2024 22:22,5.98,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041093904,pending,3/25/2024 16:23,6.57,0.52,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1041093764,pending,3/25/2024 14:23,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039740817,pending,3/25/2024 6:43,930,65,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039740734,pending,3/25/2024 6:41,32.5,2.3,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039740681,pending,3/25/2024 6:40,5.94,0.42,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039740510,pending,3/25/2024 6:36,50,3.5,USD,,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1039715601,approved,3/25/2024 1:17,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040881955,pending,3/24/2024 17:22,5.98,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522813,pending,3/24/2024 6:50,276,19,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522755,pending,3/24/2024 6:48,320,22,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522711,pending,3/24/2024 6:47,300,21,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522692,pending,3/24/2024 6:46,3325,230,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522654,pending,3/24/2024 6:45,66.95,4.7,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522606,pending,3/24/2024 6:44,210,15,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522498,pending,3/24/2024 6:41,774,54,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522389,pending,3/24/2024 6:39,55,3.9,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522363,pending,3/24/2024 6:39,2180.4,150,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522324,pending,3/24/2024 6:38,30,2.1,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522278,pending,3/24/2024 6:37,734.4,51,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522085,approved,3/24/2024 6:33,9.9,0.37,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522033,pending,3/24/2024 6:32,153,11,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039522017,pending,3/24/2024 6:32,6.5,0.46,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039521993,approved,3/24/2024 6:31,19.98,0.76,USD,,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1039430353,approved,3/23/2024 16:40,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039308565,pending,3/23/2024 6:50,43.32,3,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039308530,pending,3/23/2024 6:49,327.5,23,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039308501,pending,3/23/2024 6:48,625,44,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039308273,pending,3/23/2024 6:42,425,30,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039308272,pending,3/23/2024 6:42,105,7.4,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039307998,pending,3/23/2024 6:36,247,17,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039307915,pending,3/23/2024 6:35,80,5.6,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039307913,pending,3/23/2024 6:35,3020,210,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039307888,pending,3/23/2024 6:34,297.6,21,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039307831,pending,3/23/2024 6:33,180,13,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039307821,declined,3/23/2024 6:33,1.46,0.1,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039307802,pending,3/23/2024 6:32,170,12,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039307746,pending,3/23/2024 6:31,150,11,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151737,pending,3/22/2024 23:23,6.01,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1039273527,approved_but_stalled,3/22/2024 22:33,172.8,52,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151636,pending,3/22/2024 19:01,16.28,1.3,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151654,pending,3/22/2024 19:00,16.28,1.3,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151474,pending,3/22/2024 15:29,5.4,0.43,USD,np,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151786,pending,3/22/2024 10:28,15.11,1.21,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151767,pending,3/22/2024 10:28,16.19,1.29,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151747,pending,3/22/2024 10:28,18.35,1.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151726,pending,3/22/2024 10:28,17.27,1.38,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039061384,pending,3/22/2024 6:52,127.67,8.9,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039061383,pending,3/22/2024 6:52,160,11,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039061232,pending,3/22/2024 6:49,145,10,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039061133,pending,3/22/2024 6:47,496.8,35,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039061101,pending,3/22/2024 6:46,231.5,16,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060923,pending,3/22/2024 6:42,320,22,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060915,pending,3/22/2024 6:42,51,3.6,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060836,pending,3/22/2024 6:41,140,9.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060678,pending,3/22/2024 6:38,19.03,1.3,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060594,pending,3/22/2024 6:37,152.48,11,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060591,pending,3/22/2024 6:37,284,20,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060388,pending,3/22/2024 6:36,4960,350,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060188,pending,3/22/2024 6:35,180,13,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060172,pending,3/22/2024 6:35,1021,71,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060155,pending,3/22/2024 6:35,150,11,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039060138,pending,3/22/2024 6:34,150,11,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039059979,pending,3/22/2024 6:33,30,2.1,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039059977,pending,3/22/2024 6:33,100,7,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039059968,pending,3/22/2024 6:33,2475,170,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1039059898,pending,3/22/2024 6:32,59.96,4.2,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1040151626,pending,3/22/2024 5:27,6.01,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854538,pending,3/22/2024 2:29,8.03,0.64,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854351,pending,3/22/2024 2:29,17.99,1.44,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854345,pending,3/22/2024 2:27,7.03,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854408,pending,3/22/2024 1:27,7.03,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854397,pending,3/22/2024 1:27,6.02,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1039036587,approved_but_stalled,3/22/2024 1:08,22.6,52,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854481,pending,3/22/2024 0:27,7.03,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1039019138,pending,3/21/2024 22:46,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854526,pending,3/21/2024 22:24,16.39,1.31,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854420,pending,3/21/2024 21:26,6.02,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1038937516,pending,3/21/2024 15:05,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854728,pending,3/21/2024 9:30,19.18,1.53,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039854721,pending,3/21/2024 9:30,19.18,1.53,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797732,pending,3/21/2024 6:52,285,20,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797724,approved,3/21/2024 6:51,12,0.46,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797691,pending,3/21/2024 6:51,54,3.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797619,pending,3/21/2024 6:49,2590,180,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797618,pending,3/21/2024 6:49,79,5.5,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797478,pending,3/21/2024 6:47,5.99,0.42,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797436,pending,3/21/2024 6:46,118,8.3,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797402,approved,3/21/2024 6:46,13.2,0.5,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797327,pending,3/21/2024 6:44,1883.75,130,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797260,pending,3/21/2024 6:43,110,7.7,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797216,pending,3/21/2024 6:42,2670,190,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797154,pending,3/21/2024 6:40,860,60,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038797031,pending,3/21/2024 6:38,174.05,12,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038796662,pending,3/21/2024 6:34,2.4,0.17,USD,,Xocoupon,Admitad,contact@xocoupon.com
Vevor Many GEOs,1038787935,declined,3/21/2024 4:58,174.99,8.75,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039599780,pending,3/21/2024 2:29,7.93,0.64,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039599742,pending,3/20/2024 23:27,21.72,1.74,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039599740,pending,3/20/2024 20:27,13.89,1.11,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Dot&Key [CPS] IN,1038672510,approved,3/20/2024 16:15,402.51,42.27,INR,aab,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1038653318,pending,3/20/2024 14:01,21.99,3.92,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038465163,pending,3/20/2024 6:40,288,20,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464859,pending,3/20/2024 6:39,192,13,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464842,pending,3/20/2024 6:38,290,20,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464833,pending,3/20/2024 6:38,2128,150,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464792,approved,3/20/2024 6:37,30,1.38,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464769,pending,3/20/2024 6:36,110,7.7,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464767,pending,3/20/2024 6:36,50,3.5,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464732,pending,3/20/2024 6:35,770,54,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464627,pending,3/20/2024 6:34,0,0,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464345,pending,3/20/2024 6:32,5,0.35,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1038464312,pending,3/20/2024 6:32,91,6.4,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1039599776,pending,3/20/2024 4:27,5.94,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
